Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
1480,2015,11.1,0.938,73.2,0.928,0.109,0.21,0.809,0.166,8296775.0,1.76,4.58,3.17,31.68106715173564,73.718,48.7888355863171,7.572
1481,2016,11.106,0.928,73.5,0.934,0.088,0.302,0.779,0.206,8379915.0,1.76,4.34,3.05,31.768120431126302,73.739,49.390775005843,7.459
1482,2017,11.115,0.95,73.8,0.925,0.18,0.316,0.774,0.196,8455797.0,1.76,4.23,3.05,31.85517371051697,73.761,49.9325804984945,7.474
1483,2018,11.134,0.93,74.1,0.926,0.101,0.301,0.792,0.192,8525614.0,1.65,4.23,3.17,31.94222698990764,73.797,50.4532595974744,7.509
1484,2019,11.136,0.949,74.4,0.913,0.036,0.294,0.798,0.171,8591361.0,1.76,4.35,3.17,32.02928026929831,73.849,51.0087583981021,7.694
1485,2008,8.652,0.712,63.9,0.661,0.122,0.68,0.609,0.338,20664037.0,0.67649,0.00545,0.06693,2.6143876272940147,54.875,71.3923220789725,5.323
1486,2009,8.654,0.842,64.0,0.748,0.082,0.688,0.574,0.292,21205873.0,0.6583,0.00696,0.09531,2.6470620269019225,55.237,70.5434147618812,4.979
1487,2010,8.729,0.934,64.1,0.647,0.008,0.743,0.558,0.225,21362541.0,0.65,0.0,0.11,2.6797364265098294,55.6,68.9296675842031,4.465
1488,2011,8.727,0.576,62.32,0.53,0.131,0.741,0.599,0.496,21081814.0,0.5,0.01,0.09,2.7124108261177367,54.58,67.5835858529652,4.038
1489,2012,8.563,0.588,60.54,0.467,0.316,0.673,0.464,0.705,20438861.0,0.19,0.0,0.02,2.745085225725644,53.555,65.6526307411683,3.164
1490,2013,8.396,0.585,58.76,0.455,0.225,0.663,0.387,0.622,19578466.0,0.13,0.0,0.02,2.777759625333552,52.529,63.2222054281555,2.688
1491,2015,8.442,0.464,55.2,0.448,0.045,0.685,0.369,0.643,17997411.0,0.2,0.0,0.03,2.843108424549366,52.168,58.8495221780979,3.462
1492,2006,7.554,0.724,60.64,0.702,-0.088,0.768,0.566,0.195,6922590.0,0.28596,0.108,0.16423,2.954103321564954,26.512,69.7658598121307,4.613
1493,2007,7.609,0.727,61.08,0.818,0.0,0.659,0.694,0.133,7062667.0,0.2628,0.084,0.18928,2.954103321564954,26.514,67.9327485964126,4.432
1494,2008,7.665,0.701,61.52,0.816,0.018,0.723,0.606,0.16,7209924.0,0.20811,0.048,0.3025,2.954103321564954,26.516,66.3736981870845,5.064
1495,2009,7.682,0.676,61.96,0.744,0.001,0.792,0.605,0.203,7364752.0,0.39441,0.024,0.2419,2.954103321564954,26.518,65.0218154310564,4.575
1496,2010,7.723,0.759,62.4,0.784,0.062,0.679,0.643,0.192,7527397.0,0.37,0.01,0.29,2.954103321564954,26.52,63.8738322945263,4.381
1497,2011,7.772,0.751,62.56,0.776,-0.119,0.672,0.698,0.166,7697507.0,0.32,0.01,0.37,2.9711074284890846,26.521,63.4325626584695,4.263
1498,2012,7.821,0.729,62.72,0.749,-0.073,0.717,0.714,0.198,7874838.0,0.39,0.01,0.37,2.988111535413214,26.545,63.0317869872907,4.497
1499,2013,7.87,0.701,62.88,0.693,0.063,0.764,0.677,0.17,8059782.0,0.38,0.01,0.4,3.005115642337344,26.589,62.8195698255258,4.967
1500,2014,7.911,0.81,63.04,0.853,0.002,0.698,0.656,0.196,8252827.0,0.46,0.01,0.36,3.022119749261474,26.655,62.9258161760496,4.896
1501,2015,7.945,0.844,63.2,0.847,0.022,0.742,0.689,0.196,8454019.0,0.54,0.01,0.36,3.039123856185604,26.742,63.3569724421233,5.124
1502,2016,7.987,0.857,63.5,0.703,0.01,0.632,0.644,0.22,8663575.0,0.51,0.01,0.35,3.042005908206643,26.851,64.1724584948719,5.104
1503,2017,8.036,0.663,63.8,0.832,0.124,0.718,0.603,0.278,8880270.0,0.48,0.01,0.39,3.0448879602276824,26.982,65.1122171144766,5.829
1504,2018,8.082,0.875,64.1,0.76,-0.065,0.578,0.695,0.22,9100847.0,0.46,0.01,0.38,3.047770012248721,27.134,66.1299767731722,5.497
1505,2019,8.126,0.88,64.4,0.76,-0.045,0.49,0.729,0.178,9321023.0,0.45,0.01,0.38,3.05065206426976,27.309,67.1040355856676,5.464
1506,2006,7.485,0.783,48.7,0.787,-0.027,0.649,0.748,0.209,39548666.0,0.15043,0.00811,0.64111,58.069552946489054,25.478,90.0226708777047,3.922
1507,2007,7.522,0.708,49.6,0.716,-0.013,0.707,0.755,0.22,40681416.0,0.14581,0.0107,0.7672,57.64959358771732,26.121,90.0835446039015,4.318
1508,2008,7.549,0.774,50.5,0.562,0.256,0.93,0.744,0.178,41853944.0,0.17595,0.01047,0.75573,57.22963422894559,26.776,90.0168256869097,4.385
1509,2009,7.572,0.837,51.4,0.607,0.308,0.903,0.778,0.161,43073830.0,0.19602,0.00908,0.68238,56.80967487017385,27.439,89.9592256826733,3.408
1510,2010,7.604,0.813,52.3,0.597,0.139,0.866,0.717,0.146,44346532.0,0.38,0.07,0.6,56.38971551140213,28.114,89.9578988679294,3.229
1511,2011,7.649,0.883,53.04,0.736,-0.046,0.816,0.765,0.145,45673520.0,0.41,0.08,0.63,55.96975389478438,28.798,90.0548907129201,4.074
1512,2012,7.663,0.832,53.78,0.577,0.213,0.887,0.679,0.195,47053033.0,0.44,0.09,0.72,55.54979227816662,29.493,90.083327482403,4.007
1513,2013,7.699,0.803,54.52,0.654,0.054,0.859,0.738,0.191,48483132.0,0.45,0.09,0.74,55.12983066154889,30.196,90.0247749176916,3.852
1514,2014,7.734,0.789,55.26,0.654,0.11,0.878,0.731,0.241,49960563.0,0.44,0.09,0.72,54.70986904493114,30.904,89.8275575137582,3.483
1515,2015,7.764,0.79,56.0,0.759,0.149,0.906,0.619,0.192,51482638.0,0.46,0.09,0.72,54.28990742831339,31.617,89.4658624520352,3.661
1516,2016,7.8,0.638,56.5,0.775,0.179,0.739,0.694,0.246,53049231.0,0.47,0.09,0.77,53.76044253781892,32.333,88.9333289313545,2.903
1517,2017,7.836,0.705,57.0,0.8,0.116,0.654,0.715,0.255,54660345.0,0.35,0.09,0.76,53.23097764732445,33.053,88.3243077084002,3.347
1518,2018,7.859,0.675,57.5,0.807,0.153,0.612,0.762,0.221,56313444.0,0.35,0.09,0.74,52.70151275682999,33.776,87.6156334267367,3.445
1519,2019,7.886,0.687,58.0,0.85,0.1,0.589,0.726,0.243,58005461.0,0.38,0.09,0.74,52.17204786633551,34.5,86.7914098982785,3.64
1520,2006,9.461,0.894,64.14,0.863,0.331,0.935,0.814,0.164,65812539.0,4.13488,0.02108,1.94551,38.44858971598583,38.673,40.4461396824119,5.885
1521,2007,9.508,0.889,64.48,0.87,0.391,0.898,0.832,0.18,66182064.0,4.12503,0.02244,1.97286,38.65900683121611,39.95,40.0092046094128,5.784
1522,2008,9.52,0.832,64.82,0.868,0.425,0.933,0.819,0.145,66530979.0,5.13656,0.15952,2.24392,38.8694239464464,41.242,39.6175454761833,5.636
1523,2009,9.508,0.893,65.16,0.868,0.525,0.904,0.898,0.166,66866834.0,4.59157,0.1426,2.00584,39.07984106167668,42.543,39.2904429275017,5.476
1524,2010,9.576,0.898,65.5,0.86,0.536,0.917,0.901,0.182,67195032.0,4.22,0.09,1.89,39.29025817690697,43.856,39.0446619228791,6.217
1525,2011,9.579,0.884,65.72,0.927,0.4,0.923,0.934,0.117,67518379.0,4.54,0.12,1.96,39.28556049247391,44.698,39.2310200797727,6.664
1526,2012,9.645,0.906,65.94,0.847,0.38,0.909,0.855,0.138,67835969.0,4.84,0.15,2.11,39.28086280804087,45.445,39.3818937421126,6.3
1527,2013,9.667,0.926,66.16,0.781,0.456,0.925,0.846,0.141,68144519.0,4.5,0.17,2.22,39.27616512360782,46.193,39.5312788868591,6.231
1528,2014,9.672,0.933,66.38,0.9,0.553,0.92,0.811,0.169,68438748.0,4.63,0.18,2.1,39.27146743917478,46.943,39.7307769020307,6.985
1529,2015,9.699,0.866,66.6,0.885,0.316,0.914,0.91,0.174,68714519.0,4.59,0.19,2.16,39.26676975474172,47.694,40.009448539031,6.202
1530,2016,9.729,0.908,66.8,0.924,0.356,0.878,0.835,0.218,68971313.0,4.6,0.2,2.32,39.193172698623975,48.448,40.1575461106392,6.074
1531,2017,9.765,0.877,67.0,0.923,0.212,0.884,0.816,0.232,69209817.0,4.86,0.18,2.29,39.11957564250621,49.2,40.4312641117713,5.939
1532,2018,9.803,0.873,67.2,0.905,0.259,0.907,0.843,0.198,69428454.0,4.0,0.2,1.79,39.04597858638847,49.949,40.8210347296784,6.012
1533,2019,9.824,0.903,67.4,0.898,0.309,0.877,0.843,0.208,69625581.0,4.78,0.23,1.85,38.9723815302707,50.692,41.3023865728277,6.022
1534,2006,7.078,0.435,49.26,0.628,-0.007,0.85,0.615,0.348,5762881.0,0.71576,0.41582,0.49405,22.995175583747013,35.649,83.7458853208143,3.202
1535,2008,7.052,0.291,50.18,0.287,-0.055,0.932,0.362,0.379,6083417.0,0.10711,0.33665,0.65159,22.88635410921125,36.587,83.8140785949989,2.808
1536,2011,7.146,0.303,51.58,0.584,-0.07,0.832,0.48,0.395,6595939.0,0.21,0.06,0.49,22.72311086596801,38.032,83.4821427329579,2.936
1537,2014,7.247,0.444,53.02,0.663,-0.085,0.795,0.583,0.443,7137997.0,0.24,0.07,0.61,22.55984555984556,39.579,82.3089496926185,2.839
1538,2015,7.277,0.479,53.5,0.772,-0.069,0.733,0.599,0.416,7323162.0,0.24,0.08,0.7,22.50542379113808,40.1,81.6156816451442,3.768
1539,2016,7.306,0.509,53.9,0.73,-0.007,0.815,0.604,0.483,7509952.0,0.22,0.08,0.66,22.45100202243059,40.628,80.9397216305303,3.879
1540,2017,7.324,0.508,54.3,0.717,-0.042,0.726,0.614,0.426,7698476.0,0.21,0.09,0.74,22.396580253723112,41.162,80.1405983208977,4.361
1541,2018,7.348,0.596,54.7,0.612,-0.007,0.809,0.608,0.446,7889095.0,0.2,0.09,0.78,22.342158485015627,41.702,79.2242946067518,4.023
1542,2019,7.375,0.539,55.1,0.617,0.065,0.737,0.59,0.444,8082359.0,0.2,0.09,0.78,22.287736716308142,42.248,78.2077008677814,4.179
1543,2006,10.224,0.887,61.76,0.84,0.141,0.917,0.798,0.229,1302552.0,2.9147,0.18103,2.8296,45.63469785575049,54.779,40.5996809243264,5.832
1544,2008,10.295,0.858,62.08,0.838,0.087,0.959,0.817,0.184,1314449.0,2.87948,0.22436,2.7959,45.46939571150097,54.402,40.3921308940059,6.696
1545,2011,10.263,0.863,62.54,0.775,0.078,0.9,0.906,0.134,1336180.0,2.72,0.11,2.88,45.2214424951267,53.836,41.3036903241089,6.519
1546,2013,10.285,0.883,62.82,0.847,0.128,0.948,0.833,0.286,1353708.0,2.73,0.17,2.86,45.05614035087719,53.53,42.3815238529978,6.168
1547,2017,10.183,0.916,63.5,0.859,0.015,0.911,0.846,0.248,1384060.0,2.41,0.16,2.92,44.7270955165692,53.205,44.7242255132311,6.192
1548,2009,9.197,0.838,64.96,0.781,-0.119,0.722,0.725,0.256,10525691.0,0.09655,0.288,0.95552,4.412152420185376,66.376,45.0262566406298,5.025
1549,2010,9.222,0.863,65.1,0.624,-0.135,0.732,0.725,0.249,10635245.0,0.11,0.26,0.87,4.424755406797116,66.657,44.5490824912484,5.131
1550,2011,9.192,0.715,65.28,0.603,-0.199,0.913,0.588,0.248,10741872.0,0.1,0.28,0.85,4.4346035015448,66.938,44.43983978845,4.876
1551,2012,9.222,0.614,65.46,0.568,-0.176,0.899,0.521,0.327,10846993.0,0.11,0.37,0.85,4.444451596292482,67.218,44.5636399620698,4.464
1552,2013,9.24,0.648,65.64,0.536,-0.207,0.886,0.517,0.239,10952949.0,0.13,0.39,0.86,4.454299691040164,67.495,44.8852738321688,5.246
1553,2014,9.26,0.68,65.82,0.589,-0.232,0.783,0.503,0.321,11063195.0,0.14,0.36,0.96,4.464147785787848,67.772,45.341291776506,4.764
1554,2015,9.261,0.609,66.0,0.711,-0.226,0.815,0.573,0.32,11179951.0,0.13,0.3,1.05,4.473995880535531,68.056,45.8895754516072,5.132
1555,2016,9.262,0.702,66.3,0.614,-0.165,0.811,0.612,0.378,11303942.0,0.13,0.36,1.03,4.483843975283213,68.346,46.687529692244,4.521
1556,2017,9.269,0.717,66.6,0.478,-0.219,0.869,0.421,0.377,11433438.0,0.14,0.36,1.01,4.493692070030896,68.642,47.4142701539661,4.124
1557,2018,9.284,0.733,66.9,0.65,-0.191,0.84,0.592,0.365,11565203.0,0.16,0.32,0.99,4.503540164778578,68.945,48.116981299293,4.741
1558,2019,9.283,0.61,67.2,0.659,-0.209,0.889,0.539,0.433,11694721.0,0.17,0.32,0.99,4.513388259526262,69.254,48.8528573050509,4.315
1559,2005,9.809,0.82,62.6,0.623,-0.0235,0.877,0.557,0.256,67903461.0,0.4947,0.06666,0.82746,26.78652729233528,67.84,54.5062863332935,4.719
1560,2007,9.903,0.792,63.32,0.459,-0.178,0.8,0.651,0.395,69581854.0,0.45924,0.05612,0.85123,27.029431025297875,69.053,53.2729387668457,5.623
1561,2008,9.899,0.645,63.68,0.415,-0.189,0.785,0.614,0.345,70418612.0,0.49522,0.0903,0.92127,27.150882891779165,69.651,52.7608300495543,5.118
1562,2009,9.838,0.755,64.04,0.456,-0.227,0.853,0.598,0.316,71321406.0,0.50561,0.1078,0.90709,27.27233475826047,70.241,52.2600890921716,5.213
1563,2010,9.906,0.795,64.4,0.515,-0.187,0.811,0.652,0.327,72326992.0,0.51,0.13,0.79,27.39378662474176,70.825,51.7763120729658,5.49
1564,2011,9.996,0.692,64.64,0.446,-0.242,0.649,0.621,0.38,73443254.0,0.56,0.13,0.79,27.535990021179007,71.402,51.4185250212974,5.272
1565,2012,10.026,0.739,64.88,0.471,-0.216,0.702,0.645,0.335,74651046.0,0.51,0.12,0.84,27.678193417616253,71.974,51.0831661204441,5.309
1566,2013,10.091,0.795,65.12,0.541,-0.229,0.698,0.635,0.392,75925454.0,0.48,0.13,0.72,27.820396814053503,72.531,50.7857244694881,4.888
1567,2014,10.124,0.863,65.36,0.649,-0.024,0.764,0.483,0.377,77229262.0,0.47,0.13,0.78,27.96260021049076,73.077,50.5315766535242,5.58
1568,2015,10.166,0.851,65.6,0.653,-0.016,0.806,0.46,0.382,78529413.0,0.44,0.13,0.74,28.104803606928,73.611,50.3050892653917,5.514
1569,2016,10.181,0.88,66.0,0.644,-0.065,0.764,0.465,0.39,79827868.0,0.38,0.11,0.74,28.25813962553435,74.134,50.0921776346906,5.326
1570,2017,10.238,0.876,66.4,0.644,-0.237,0.671,0.45,0.313,81116451.0,0.41,0.14,0.74,28.41147564414069,74.644,49.8317422311373,5.607
1571,2018,10.251,0.847,66.8,0.529,-0.176,0.805,0.435,0.351,82340090.0,0.35,0.16,0.67,28.56481166274704,75.143,49.5497565523664,5.186
1572,2019,10.246,0.792,67.2,0.631,-0.136,0.76,0.422,0.368,83429607.0,0.35,0.16,0.67,28.71814768135337,75.63,49.2918481489146,4.872
1573,2009,8.989,0.924,59.44,0.76,-0.102,0.8045,0.781,0.152,5007953.0,1.27213,0.576,0.14934,8.782159044964144,48.172,51.594771989697,6.568
1574,2011,9.182,0.964,60.04,0.76,0.018,0.8045,0.639,0.122,5174076.0,1.31,1.28,0.29,8.782159044964144,48.825,50.1701361437433,5.792
1575,2012,9.269,0.946,60.28,0.786,-0.123,0.8045,0.584,0.117,5267906.0,1.3,1.26,0.45,8.782159044964144,49.175,50.4747981636491,5.464
1576,2013,9.348,0.846,60.52,0.705,-0.071,0.8045,0.599,0.16,5366376.0,1.29,1.25,0.64,8.782159044964144,49.541,51.320848781115,5.392
1577,2014,9.427,0.909,60.76,0.805,0.032,0.8045,0.695,0.154,5466324.0,1.28,1.32,0.64,8.782159044964144,49.921,52.1639911034158,5.787
1578,2015,9.472,0.96,61.0,0.701,0.093,0.8045,0.705,0.301,5565283.0,1.29,1.39,0.68,8.782159044964144,50.317,52.7155924432539,5.791
1579,2016,9.515,0.929,61.4,0.749,0.005,0.8045,0.636,0.255,5662371.0,1.21,1.39,0.71,8.782159044964144,50.728,53.8128946086707,5.887
1580,2017,9.561,0.908,61.8,0.72,0.066,0.8045,0.521,0.35,5757667.0,1.12,1.33,0.72,8.782159044964144,51.153,54.291965795475,5.229
1581,2018,9.605,0.984,62.2,0.858,0.26,0.8045,0.612,0.189,5850902.0,1.03,1.27,0.65,8.782159044964144,51.593,54.4377511206229,4.621
1582,2019,9.651,0.982,62.6,0.892,0.285,0.8045,0.51,0.183,5942094.0,0.98,1.25,0.65,8.782159044964144,52.048,54.6807631664645,5.474
1583,2006,7.37,0.76,46.48,0.747,-0.041,0.807,0.59,0.254,28571475.0,0.1812,0.00419,0.55486,14.53935767005785,17.425,106.466669060988,3.734
1584,2007,7.419,0.845,47.46,0.708,-0.001,0.881,0.708,0.228,29486335.0,0.17407,0.00559,0.57674,14.333627568322363,17.899,105.987355317642,4.456
1585,2008,7.471,0.813,48.44,0.578,-0.055,0.848,0.641,0.24,30431734.0,0.57423,0.00521,0.53415,14.127897466586877,18.384,105.386419311729,4.569
1586,2009,7.505,0.852,49.42,0.76,-0.037,0.84,0.64,0.296,31411096.0,0.55167,0.00607,0.64248,13.922167364851385,18.878,104.695142605824,4.612
1587,2010,7.528,0.83,50.4,0.801,-0.015,0.855,0.648,0.251,32428164.0,0.58,0.01,0.9,13.7164372631159,19.383,103.930830395098,4.193
1588,2011,7.586,0.882,51.22,0.733,0.032,0.83,0.678,0.254,33476771.0,0.59,0.01,0.94,13.510712148414122,19.898,103.277627382898,4.826
1589,2012,7.592,0.885,52.04,0.649,0.081,0.838,0.754,0.265,34558700.0,0.59,0.01,0.94,13.304987033712344,20.424,102.475674614741,4.309
1590,2013,7.595,0.878,52.86,0.763,0.053,0.82,0.676,0.346,35694519.0,0.59,0.01,0.81,13.099261919010576,20.958,101.555120774619,3.71
1591,2014,7.611,0.821,53.68,0.834,0.009,0.898,0.681,0.397,36911530.0,0.6,0.01,0.91,12.893536804308797,21.504,100.546625838202,3.77
1592,2015,7.627,0.747,54.5,0.758,0.135,0.873,0.703,0.353,38225447.0,0.61,0.01,0.86,12.68781168960702,22.06,99.4827703175196,4.238
1593,2016,7.637,0.754,54.9,0.739,0.132,0.811,0.668,0.41,39649173.0,0.61,0.01,0.86,12.482086574905246,22.624,98.3152356694372,4.233
1594,2017,7.638,0.74,55.3,0.772,0.06,0.816,0.703,0.4,41166588.0,0.66,0.01,0.86,12.276361460203471,23.196,97.0064595909468,4.001
1595,2018,7.66,0.74,55.7,0.729,0.079,0.856,0.685,0.39,42729032.0,0.66,0.01,0.85,12.070636345501695,23.774,95.585678171741,4.322
1596,2019,7.688,0.805,56.1,0.704,0.139,0.826,0.693,0.385,44269587.0,0.5,0.01,0.85,11.86491123079992,24.361,94.0337208068459,4.948
1597,2006,9.38,0.852,60.12,0.624,-0.257,0.929,0.622,0.249,46607397.0,3.90612,0.42066,3.02594,16.455722423614706,67.969,43.6222061795404,4.804
1598,2007,9.459,0.82,60.64,0.494,-0.241,0.968,0.636,0.208,46366347.0,4.01823,0.45205,3.57759,16.462282064560675,68.147,43.2252236327668,5.252
1599,2008,9.488,0.86,61.16,0.487,-0.265,0.929,0.573,0.186,46158709.0,5.24293,0.48396,3.59742,16.468841705506645,68.325,42.8468874942844,5.172
1600,2009,9.332,0.845,61.68,0.46,-0.241,0.962,0.583,0.189,45970942.0,5.06249,0.486,3.34391,16.475401346452617,68.502,42.597313382259,5.166
1601,2010,9.374,0.884,62.2,0.484,-0.189,0.954,0.513,0.227,45792086.0,3.87,0.46,3.39,16.481960987398583,68.596,42.518022552903,5.058
1602,2011,9.431,0.859,62.5,0.579,-0.228,0.933,0.59,0.22,45619850.0,4.92,0.43,3.33,16.51959261177283,68.689,42.8935970870845,5.083
1603,2012,9.436,0.898,62.8,0.564,-0.223,0.896,0.57,0.193,45453805.0,4.76,0.42,3.29,16.557224236147075,68.782,43.2334822969611,5.03
1604,2013,9.438,0.897,63.1,0.569,-0.216,0.937,0.643,0.225,45286988.0,5.01,0.42,3.22,16.594855860521317,68.875,43.6162433153919,4.711
1605,2014,9.426,0.877,63.4,0.533,0.084,0.927,0.594,0.249,45111530.0,4.22,0.35,2.94,16.632487484895563,68.968,44.1302601737765,4.297
1606,2015,9.327,0.909,63.7,0.431,-0.033,0.952,0.574,0.241,44921636.0,3.15,0.32,2.51,16.67011910926981,69.061,44.7876797499421,3.965
1607,2016,9.353,0.885,64.0,0.503,0.011,0.891,0.589,0.22,44713708.0,3.0,0.31,2.36,16.681512169860177,69.154,45.6213378215426,4.029
1608,2017,9.382,0.858,64.3,0.599,-0.002,0.937,0.597,0.235,44487708.0,2.38,0.29,2.43,16.692905230450545,69.246,46.5935679326923,4.311
1609,2018,9.42,0.901,64.6,0.663,-0.074,0.943,0.609,0.222,44246158.0,2.64,0.31,2.44,16.70429829104091,69.352,47.5951582787711,4.662
1610,2019,9.458,0.883,64.9,0.715,-0.081,0.885,0.634,0.201,43993643.0,2.88,0.32,2.44,16.71569135163128,69.473,48.4664369582803,4.702
1611,2006,11.367,0.903,65.92,0.898,-0.033,0.203,0.746,0.275,5300172.0,1.99491,0.12427,0.33437,4.4234300197127565,82.648,20.9846000732732,6.734
1612,2009,10.975,0.885,66.28,0.849,0.019,0.339,0.77,0.287,7917368.0,1.41082,0.11756,0.22879,4.456674176288369,83.742,16.7554322596324,6.866
1613,2010,10.914,0.912,66.4,0.878,0.057,0.355,0.763,0.233,8549998.0,1.36,0.11,0.21,4.467755561813574,84.087,16.0656793434401,7.097
1614,2011,10.935,0.881,66.42,0.889,0.071,0.8045,0.763,0.216,8946778.0,1.42,0.11,0.2,4.467755561813574,84.423,16.5040925242806,7.119
1615,2012,10.958,0.856,66.44,0.92,-0.0235,0.8045,0.768,0.224,9141598.0,1.45,0.12,0.21,4.467755561813574,84.749,16.8013970787123,7.218
1616,2013,11.001,0.864,66.46,0.936,-0.0235,0.8045,0.725,0.291,9197908.0,1.52,0.13,0.21,4.467755561813574,85.066,17.0821035325213,6.621
1617,2014,11.041,0.838,66.48,0.76,-0.0235,0.8045,0.725,0.256,9214182.0,1.62,0.14,0.22,4.467755561813574,85.375,17.4160916505351,6.54
1618,2015,11.086,0.824,66.5,0.915,0.201,0.8045,0.761,0.296,9262896.0,1.73,0.15,0.23,4.467755561813574,85.674,17.7818215710616,6.568
1619,2016,11.105,0.849,66.7,0.949,0.131,0.8045,0.775,0.245,9360975.0,1.77,0.15,0.23,4.467755561813574,85.965,18.1649008786842,6.831
1620,2017,11.115,0.836,66.9,0.962,0.216,0.8045,0.795,0.208,9487206.0,1.76,0.15,0.23,4.467755561813574,86.248,18.3979742867198,7.039
1621,2018,11.112,0.851,67.1,0.944,0.054,0.8045,0.787,0.302,9630966.0,1.73,0.15,0.22,4.467755561813574,86.522,18.6077949894403,6.604
1622,2019,11.114,0.862,67.3,0.911,0.129,0.8045,0.793,0.284,9770526.0,1.65,0.14,0.21,4.467755561813574,86.789,18.8624852114197,6.711
1623,2005,10.663,0.979,69.9,0.922,-0.0235,0.398,0.864,0.262,60287953.0,2.45657,3.41867,4.84948,12.427148348695903,79.915,51.5457914065015,6.984
1624,2007,10.699,0.97,70.46,0.838,0.336,0.498,0.782,0.241,61455154.0,2.33005,3.5102,4.42435,12.513950316207168,80.479,51.2670884921574,6.802
1625,2008,10.689,0.954,70.74,0.759,0.331,0.548,0.819,0.218,62145098.0,2.25847,3.40165,4.17268,12.557351299962798,80.757,51.2666092375454,6.986
1626,2009,10.638,0.964,71.02,0.816,0.341,0.559,0.846,0.231,62828620.0,2.12063,3.17288,3.77643,12.60075228371843,81.031,51.3955148313646,6.907
1627,2010,10.649,0.955,71.3,0.841,0.403,0.587,0.863,0.176,63459801.0,2.2,3.23,3.69,12.644153267474062,81.302,51.6650449382949,7.029
1628,2011,10.657,0.949,71.38,0.9,0.336,0.438,0.844,0.174,64021922.0,2.12,3.22,3.58,12.723515066341504,81.57,52.3437488711275,6.869
1629,2012,10.664,0.935,71.46,0.889,0.371,0.425,0.844,0.184,64525300.0,2.11,3.22,3.38,12.802876865208946,81.837,53.042456908844,6.881
1630,2013,10.679,0.937,71.54,0.905,0.346,0.568,0.776,0.252,64984015.0,2.04,3.28,3.3,12.882238664076384,82.102,53.7606423008909,6.918
1631,2014,10.697,0.91,71.62,0.857,0.355,0.484,0.794,0.251,65423048.0,2.02,3.3,3.39,12.961600462943828,82.365,54.4638463687415,6.758
1632,2015,10.712,0.936,71.7,0.833,0.3,0.456,0.798,0.219,65860149.0,2.08,3.39,3.41,13.040962261811268,82.626,55.1110276647482,6.515
1633,2016,10.724,0.954,71.9,0.821,0.25,0.458,0.776,0.23,66297944.0,2.18,3.46,3.39,13.069896250981689,82.886,55.6373585302383,6.824
1634,2017,10.736,0.937,72.1,0.813,0.291,0.419,0.759,0.21,66727463.0,2.26,3.52,3.42,13.09883024015211,83.143,56.0698960446915,7.103
1635,2018,10.743,0.928,72.3,0.838,0.226,0.404,0.783,0.228,67141678.0,2.39,3.44,3.57,13.12776422932253,83.398,56.4307461886856,7.233
1636,2019,10.751,0.943,72.5,0.854,0.271,0.485,0.775,0.251,67530161.0,2.35,3.3,3.53,13.156698218492952,83.652,56.7506119684217,7.157
1637,2006,10.924,0.965,68.06,0.911,-0.0235,0.6,0.827,0.261,297758977.0,2.68735,1.40045,4.542,33.52272006751631,80.099,49.6971103492389,7.182
1638,2007,10.933,0.838,68.22,0.872,0.197,0.633,0.829,0.232,300608425.0,2.7252,1.4383,4.57985,33.579391784787404,80.269,49.6149866977895,7.513
1639,2008,10.922,0.953,68.38,0.878,0.255,0.668,0.872,0.227,303486022.0,2.76305,1.4383,4.542,33.636063502058505,80.438,49.5214275340227,7.28
1640,2009,10.888,0.912,68.54,0.831,0.201,0.665,0.843,0.262,306307565.0,2.76305,1.47615,4.42845,33.6927352193296,80.606,49.5258139285031,7.158
1641,2010,10.905,0.926,68.7,0.828,0.244,0.69,0.861,0.231,309011469.0,2.81,1.45,4.3,33.7494069366007,80.772,49.6705152177703,7.164
1642,2011,10.913,0.922,68.68,0.863,0.161,0.697,0.836,0.273,311584051.0,2.89,1.55,4.22,33.779470058224064,80.944,49.8697526247428,7.115
1643,2012,10.928,0.903,68.66,0.823,0.215,0.71,0.834,0.26,314043885.0,2.96,1.6,4.29,33.809533179847435,81.119,50.1154431173733,7.026
1644,2013,10.939,0.925,68.64,0.792,0.274,0.747,0.814,0.26,316400539.0,2.99,1.59,4.23,33.8395963014708,81.299,50.4259156358152,7.249
1645,2014,10.956,0.902,68.62,0.866,0.221,0.702,0.834,0.281,318673422.0,3.03,1.63,4.13,33.86965942309416,81.483,50.7930399184929,7.151
1646,2015,10.977,0.904,68.6,0.849,0.219,0.698,0.814,0.275,320878312.0,3.07,1.59,4.13,33.89972254471753,81.671,51.2095505522683,6.864
1647,2016,10.986,0.897,68.5,0.758,0.144,0.739,0.806,0.264,323015992.0,3.14,1.67,4.09,33.89316331818152,81.862,51.6461673051109,6.804
1648,2017,11.001,0.921,68.4,0.868,0.197,0.681,0.827,0.268,325084758.0,3.22,1.67,4.01,33.88660409164551,82.058,52.1558060196527,6.992
