Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
1309,2014,7.484,0.748,58.68,0.894,-0.023,0.078,0.763,0.134,11083629.0,0.13,0.01,0.19,10.903931901094449,16.967,76.7361431132307,3.596
1310,2015,7.544,0.678,59.3,0.908,0.025,0.095,0.721,0.206,11369066.0,0.07,0.02,0.23,10.944466963923794,17.004,76.3058091721289,3.483
1311,2016,7.576,0.665,59.9,0.911,0.025,0.159,0.752,0.285,11668829.0,0.02,0.02,0.24,10.99310903931901,17.056,75.7149469971262,3.333
1312,2017,7.588,0.517,60.5,0.908,0.051,0.214,0.762,0.358,11980960.0,0.09,0.03,0.21,11.041751114714229,17.125,75.3951968111668,3.108
1313,2018,7.644,0.616,61.1,0.924,0.057,0.164,0.793,0.308,12301969.0,0.09,0.03,0.23,11.090393190109443,17.211,75.1736005798315,3.561
1314,2019,7.708,0.489,61.7,0.869,0.064,0.168,0.736,0.418,12626938.0,0.09,0.03,0.23,11.139035265504663,17.313,74.8077133399692,3.268
1315,2005,10.699,0.868,63.5,0.76,-0.0235,0.505,0.73,0.243,23816175.0,0.05105,0.00218,0.0,0.4544841349217794,80.979,58.3242890516527,7.08
1316,2007,10.689,0.892,63.86,0.622,0.005,0.8045,0.772,0.232,25184589.0,0.08873,0.00249,0.0,0.4544841349217794,81.427,53.9450836497506,7.267
1317,2008,10.722,0.823,64.04,0.532,-0.022,0.508,0.71,0.202,25888535.0,0.07945,0.00253,0.0,0.4544841349217794,81.649,51.9101657240642,6.811
1318,2009,10.673,0.921,64.22,0.639,-0.11,0.445,0.742,0.319,26630303.0,0.08537,0.00271,0.0,0.4544841349217794,81.867,50.1023480068968,6.148
1319,2010,10.693,0.88,64.4,0.678,-0.033,0.8045,0.645,0.297,27421468.0,0.0,0.0,0.0,0.4544841349217794,82.084,48.528578737761,6.307
1320,2011,10.758,0.83,64.6,0.603,-0.142,0.8045,0.726,0.24,28267591.0,0.0,0.0,0.0,0.4544841349217794,82.302,46.3382904843636,6.7
1321,2012,10.779,0.867,64.8,0.56,-0.12,0.8045,0.715,0.225,29154906.0,0.0,0.0,0.0,0.4544841349217794,82.52,44.4672315747569,6.396
1322,2013,10.776,0.827,65.0,0.661,-0.081,0.8045,0.744,0.276,30052058.0,0.0,0.0,0.0,0.4544841349217794,82.74,42.8933518012126,6.495
1323,2014,10.783,0.818,65.2,0.762,-0.073,0.8045,0.705,0.313,30916603.0,0.0,0.0,0.0,0.4544841349217794,82.96,41.5898458117752,6.278
1324,2015,10.798,0.82,65.4,0.82,-0.045,0.8045,0.724,0.327,31717676.0,0.0,0.0,0.0,0.4544841349217794,83.18,40.5354135989677,6.345
1325,2016,10.792,0.89,65.7,0.774,-0.132,0.8045,0.793,0.266,32443443.0,0.0,0.0,0.0,0.4544841349217794,83.401,40.1168746127652,6.474
1326,2017,10.764,0.84,66.0,0.814,-0.131,0.8045,0.775,0.306,33101182.0,0.0,0.0,0.0,0.4544841349217794,83.622,39.7948290684976,6.294
1327,2018,10.771,0.868,66.3,0.855,-0.192,0.8045,0.764,0.288,33702757.0,0.0,0.0,0.0,0.4544841349217794,83.844,39.580851868872,6.356
1328,2019,10.757,0.912,66.6,0.891,-0.147,0.8045,0.732,0.238,34268529.0,0.0,0.0,0.0,0.4544841349217794,84.065,39.4289198734287,6.561
1329,2006,7.881,0.76,53.38,0.736,-0.051,0.805,0.74,0.225,11382272.0,0.04515,0.16233,0.15864,44.7834623175609,42.124,88.2681415473975,4.417
1330,2007,7.903,0.718,54.06,0.698,-0.002,0.827,0.714,0.199,11687078.0,0.03311,0.13413,0.16829,44.58349348153535,42.535,88.0570188551367,4.68
1331,2008,7.916,0.756,54.74,0.612,-0.03,0.879,0.673,0.252,12004700.0,0.03086,0.14859,0.17514,44.383524645509794,42.947,87.884768432692,4.683
1332,2009,7.909,0.81,55.42,0.557,-0.036,0.918,0.757,0.228,12335092.0,0.02858,0.12837,0.14684,44.18355580948424,43.359,87.7007249287853,4.335
1333,2010,7.917,0.76,56.1,0.777,-0.077,0.851,0.769,0.143,12678143.0,0.03,0.02,0.14,43.983586973458685,43.773,87.4852562949853,4.372
1334,2011,7.904,0.602,56.56,0.641,-0.16,0.87,0.752,0.18,13033814.0,0.04,0.02,0.15,43.77582714382174,44.188,87.5590753323631,3.834
1335,2012,7.926,0.711,57.02,0.668,-0.036,0.852,0.771,0.214,13401990.0,0.03,0.02,0.14,43.5680673141848,44.603,87.5166588709563,3.669
1336,2013,7.926,0.823,57.48,0.636,-0.052,0.837,0.68,0.165,13782429.0,0.03,0.02,0.14,43.36030748454786,45.019,87.3987572403666,3.647
1337,2014,7.961,0.856,57.94,0.692,-0.045,0.7,0.725,0.157,14174740.0,0.03,0.02,0.14,43.15254765491092,45.436,87.2405910702763,4.395
1338,2015,7.995,0.702,58.4,0.72,-0.111,0.765,0.711,0.208,14578450.0,0.02,0.02,0.14,42.944787825273984,45.862,87.0389762414717,4.617
1339,2016,8.029,0.839,58.8,0.744,-0.086,0.794,0.784,0.245,14993514.0,0.02,0.02,0.19,42.73702799563704,46.296,86.7160789996257,4.595
1340,2017,8.072,0.744,59.2,0.687,-0.044,0.825,0.746,0.291,15419354.0,0.02,0.02,0.19,42.5292681660001,46.74,86.2573970054306,4.683
1341,2018,8.106,0.739,59.6,0.629,-0.074,0.805,0.714,0.247,15854324.0,0.02,0.02,0.21,42.32150833636316,47.192,85.6743034310983,4.769
1342,2019,8.13,0.688,60.0,0.759,-0.019,0.796,0.789,0.332,16296362.0,0.02,0.02,0.21,42.11374850672623,47.653,84.9739894618473,5.489
1343,2007,9.532,0.844,65.6,0.453,-0.165,0.905,0.576,0.334,9101189.0,2.28998,3.012,3.89485,30.15206951749371,54.328,48.392865076415,4.75
1344,2009,9.568,0.77,66.0,0.373,-0.178,0.961,0.544,0.435,9023354.0,2.29179,4.008,3.25468,30.73061971186828,54.772,47.3723507606756,4.38
1345,2010,9.579,0.726,66.2,0.463,-0.17,0.965,0.532,0.415,8991258.0,2.29,3.04,3.32,31.01989480905557,54.993,47.2220590108909,4.461
1346,2011,9.607,0.773,66.36,0.44,-0.185,0.977,0.545,0.41,8963761.0,2.29,2.72,3.32,31.03482734964555,55.215,47.3040810246881,4.815
1347,2012,9.605,0.819,66.52,0.461,-0.13,0.952,0.514,0.371,8940116.0,2.28,3.02,3.25,31.04975989023554,55.356,47.6110295159439,5.155
1348,2013,9.638,0.828,66.68,0.533,-0.1,0.908,0.529,0.403,8918892.0,2.25,2.41,3.06,31.06469243082552,55.469,48.112867202639,5.102
1349,2014,9.627,0.783,66.84,0.532,0.072,0.912,0.498,0.326,8898284.0,2.26,1.76,2.95,31.079624971415505,55.583,48.7611264542677,5.113
1350,2015,9.649,0.816,67.0,0.546,-0.062,0.859,0.496,0.303,8876777.0,2.27,1.6,3.1,31.094557512005487,55.696,49.5235419925573,5.318
1351,2016,9.688,0.895,67.4,0.614,-0.068,0.89,0.535,0.298,8853963.0,2.3,1.7,3.07,31.10169220214956,55.81,50.1510270027644,5.753
1352,2017,9.713,0.884,67.8,0.685,-0.077,0.851,0.51,0.326,8829623.0,2.33,1.72,3.12,31.108826892293617,55.942,50.8765241609325,5.122
1353,2018,9.762,0.853,68.2,0.74,-0.1,0.864,0.559,0.296,8802741.0,2.34,1.8,3.24,31.115961582437684,56.092,51.596620265295,5.936
1354,2019,9.808,0.903,68.6,0.753,-0.04,0.813,0.509,0.242,8772228.0,2.37,1.62,3.24,31.12309627258175,56.26,52.1640301224194,6.241
1355,2006,7.136,0.561,40.3,0.679,0.101,0.836,0.505,0.381,5829240.0,0.01058,0.15114,0.13536,38.94524799113327,37.303,88.1478512037384,3.628
1356,2007,7.187,0.686,41.2,0.72,0.248,0.83,0.582,0.29,5989641.0,0.01124,0.08634,0.13307,38.6719451371571,37.689,87.7986852674834,3.585
1357,2008,7.215,0.591,42.1,0.716,0.148,0.925,0.534,0.37,6133599.0,0.01492,0.21555,0.17189,38.39864228318094,38.077,87.2192100566548,2.997
1358,2010,7.254,0.812,43.9,0.726,0.012,0.91,0.514,0.29,6415636.0,0.02,0.0,0.16,37.8520365752286,38.856,85.5099166401369,4.134
1359,2011,7.292,0.782,44.32,0.77,0.005,0.855,0.446,0.3,6563238.0,0.02,0.01,0.17,37.57874757550568,39.248,85.0661045237336,4.502
1360,2013,7.577,0.708,45.16,0.72,-0.071,0.856,0.521,0.423,6863975.0,0.0,0.0,0.22,37.03216957605985,40.036,83.515249547159,4.514
1361,2014,7.6,0.869,45.58,0.681,0.034,0.786,0.57,0.334,7017153.0,0.02,0.0,0.12,36.758880576336935,40.432,82.5420316170369,4.5
1362,2015,7.347,0.611,46.0,0.624,0.05,0.825,0.625,0.414,7171909.0,0.03,0.0,0.12,36.48559157661403,40.829,81.493891838188,4.909
1363,2016,7.384,0.657,47.6,0.681,0.106,0.863,0.584,0.456,7328846.0,0.03,0.0,0.1,36.21224715987809,41.228,80.5923128499219,4.733
1364,2017,7.404,0.652,49.2,0.711,0.079,0.848,0.6,0.495,7488427.0,0.15,0.0,0.14,35.93890274314215,41.636,79.657082782933,4.09
1365,2018,7.417,0.65,50.8,0.716,0.095,0.856,0.552,0.466,7650149.0,0.15,0.0,0.17,35.66555832640621,42.055,78.6550178079386,4.306
1366,2019,7.449,0.611,52.4,0.718,0.074,0.874,0.513,0.438,7813207.0,0.15,0.01,0.17,35.392213909670275,42.484,77.5317716192545,3.447
1367,2006,11.168,0.904,73.6,0.757,0.138,0.8045,0.751,0.267,4402324.0,0.19195,0.19535,1.13767,24.61156558533145,100.0,31.4902126912067,6.463
1368,2007,11.212,0.921,73.9,0.867,0.293,0.064,0.7,0.114,4578629.0,0.21646,0.21958,1.13294,24.71410437235543,100.0,30.4784791172069,6.834
1369,2008,11.178,0.845,74.2,0.661,0.046,0.066,0.721,0.256,4775810.0,0.22007,0.228,1.21892,24.816643159379403,100.0,29.2415963115613,6.642
1370,2009,11.149,0.866,74.5,0.776,-0.075,0.035,0.5,0.208,4966614.0,0.24547,0.23144,1.22072,24.91918194640338,100.0,27.9927211380317,6.145
1371,2010,11.267,0.864,74.8,0.846,-0.018,0.06,0.602,0.131,5131170.0,0.27,0.25,1.29,25.02172073342736,100.0,26.9905508758106,6.531
1372,2011,11.307,0.904,75.02,0.822,-0.149,0.099,0.483,0.144,5263640.0,0.28,0.27,1.31,24.66375176304654,100.0,27.2250194812765,6.561
1373,2013,11.357,0.808,75.46,0.827,0.115,0.242,0.77,0.148,5453732.0,0.3,0.28,1.24,23.947813822284907,100.0,27.6017610834033,6.533
1374,2014,11.383,0.822,75.68,0.835,0.154,0.133,0.841,0.18,5525628.0,0.24,0.27,1.29,23.58984485190409,100.0,27.6059637674161,7.062
1375,2015,11.4,0.866,75.9,0.887,0.15,0.099,0.803,0.142,5592143.0,0.25,0.27,1.27,23.23187588152327,100.0,27.6802638217007,6.62
1376,2016,11.419,0.925,76.2,0.904,0.143,0.047,0.824,0.111,5653625.0,0.25,0.27,1.28,22.977574047954867,100.0,28.3001059617984,6.033
1377,2017,11.461,0.897,76.5,0.926,0.136,0.162,0.8,0.179,5708042.0,0.24,0.27,1.25,22.72327221438646,100.0,29.5208636427416,6.378
1378,2018,11.49,0.903,76.8,0.916,-0.066,0.097,0.787,0.107,5757503.0,0.27,0.3,1.25,22.46911142454161,100.0,31.1332126035562,6.375
1379,2019,11.486,0.925,77.1,0.938,0.027,0.07,0.723,0.138,5804343.0,0.24,0.27,1.26,22.2148095909732,100.0,32.8455905284947,6.378
1380,2006,10.015,0.954,66.0,0.542,-0.05,0.946,0.678,0.308,5398674.0,4.30791,2.15395,3.82925,39.75270382695507,55.412,39.2904166926986,5.265
1381,2010,10.169,0.92,66.8,0.636,-0.101,0.907,0.666,0.277,5404293.0,4.61,2.13,3.43,39.88997504159734,54.685,38.4800713432965,6.052
1382,2011,10.196,0.917,67.04,0.727,0.01,0.907,0.637,0.287,5408932.0,4.48,2.24,3.54,39.90594841930116,54.42,38.8519677869888,5.945
1383,2012,10.213,0.926,67.28,0.62,-0.028,0.907,0.656,0.302,5414894.0,4.36,2.12,3.66,39.92192179700499,54.28,39.2759712731248,5.911
1384,2013,10.218,0.909,67.52,0.598,-0.051,0.915,0.698,0.277,5421721.0,4.13,2.36,3.42,39.937895174708814,54.14,39.8144706872002,5.937
1385,2014,10.244,0.924,67.76,0.635,-0.126,0.914,0.703,0.267,5428798.0,4.13,2.83,3.3,39.95386855241265,54.0,40.533949485419,6.139
1386,2015,10.291,0.943,68.0,0.587,-0.128,0.928,0.714,0.269,5435614.0,4.25,2.6,3.42,39.96984193011647,53.889,41.4524655073085,6.162
1387,2016,10.31,0.945,68.3,0.7,-0.061,0.917,0.774,0.232,5442001.0,4.37,2.36,3.19,39.98710482529118,53.806,42.4687224794415,5.993
1388,2017,10.339,0.913,68.6,0.714,-0.055,0.92,0.788,0.213,5447903.0,4.13,2.13,3.43,40.00436772046589,53.751,43.716889591369,6.366
1389,2018,10.376,0.922,68.9,0.758,-0.167,0.91,0.754,0.253,5453017.0,4.38,2.25,3.43,40.0216306156406,53.726,45.0860457422501,6.235
1390,2019,10.398,0.933,69.2,0.771,-0.129,0.926,0.75,0.252,5457012.0,4.14,2.01,4.14,40.038893510815306,53.729,46.4131234569525,6.243
1391,2006,10.403,0.936,68.0,0.936,0.043,0.708,0.652,0.307,2002427.0,1.13,5.43,5.7,61.644345792304144,51.758,41.9768266127492,5.811
1392,2009,10.41,0.919,68.9,0.896,-0.019,0.804,0.641,0.303,2033807.0,0.88,4.55,5.09,61.85290568623654,52.433,43.6567708182933,5.83
1393,2010,10.419,0.917,69.2,0.896,0.029,0.845,0.671,0.295,2043336.0,0.89,4.85,4.59,61.92242565088068,52.658,44.257538969416,6.083
1394,2011,10.426,0.931,69.4,0.907,-0.025,0.893,0.652,0.285,2051277.0,0.86,4.81,4.94,61.93235707440127,52.883,45.1168304569303,6.036
1395,2012,10.397,0.925,69.6,0.904,-0.02,0.891,0.656,0.284,2057826.0,0.87,5.5,4.58,61.94228849792186,53.108,45.8343996546182,6.063
1396,2013,10.385,0.932,69.8,0.89,0.036,0.918,0.635,0.274,2063120.0,0.89,4.09,4.55,61.95221992144244,53.332,46.5408473949293,5.975
1397,2014,10.412,0.908,70.0,0.888,0.052,0.909,0.62,0.291,2067487.0,0.82,4.73,5.37,61.96215134496303,53.557,47.4192796546552,5.678
1398,2015,10.433,0.901,70.2,0.896,0.008,0.892,0.659,0.261,2071199.0,0.86,4.9,5.73,61.97208276848363,53.781,48.5514382673123,5.741
1399,2016,10.463,0.934,70.5,0.904,-0.055,0.838,0.626,0.272,2074205.0,0.84,5.32,4.35,61.871080191279226,54.02,49.8346410644501,5.937
1400,2017,10.509,0.928,70.8,0.921,-0.025,0.829,0.615,0.286,2076395.0,0.93,4.6,4.59,61.770077614074815,54.273,51.3443380334506,6.167
1401,2018,10.546,0.941,71.1,0.942,-0.119,0.839,0.644,0.275,2077835.0,1.2,4.13,4.66,61.66907503687041,54.541,52.9722688554965,6.249
1402,2019,10.563,0.949,71.4,0.945,-0.102,0.785,0.679,0.228,2078654.0,1.26,5.26,4.54,61.56807245966601,54.822,54.5401871012333,6.665
1403,2014,9.461,0.611,49.6,0.874,-0.0235,0.456,0.834,0.207,13423571.0,0.0,0.0,0.0,10.266362737909269,42.679,100.805521610696,5.528
1404,2015,9.461,0.599,50.1,0.968,-0.0235,0.41,0.901,0.187,13797204.0,0.0,0.0,0.0,10.144020786176554,43.245,99.8668732762516,5.354
1405,2016,9.461,0.594,50.0,0.917,-0.0235,0.441,0.891,0.193,14185635.0,0.0,0.0,0.0,10.021678834443842,43.816,99.093166659275,4.668
1406,2006,9.386,0.913,48.02,0.649,-0.084,0.8045,0.802,0.223,48489464.0,1.35543,1.32628,4.14354,14.475174966408098,60.077,54.2436216662739,5.084
1407,2007,9.426,0.788,48.64,0.69,-0.158,0.859,0.735,0.21,49119766.0,1.3938,1.37406,4.19085,14.445168948717738,60.616,53.6494995481832,5.204
1408,2008,9.444,0.81,49.26,0.749,-0.095,0.866,0.773,0.206,49779472.0,1.38882,1.35222,4.15923,14.415162931027377,61.154,53.2064451662069,5.346
1409,2009,9.414,0.877,49.88,0.739,-0.154,0.904,0.727,0.231,50477013.0,1.31209,1.26523,4.09415,14.385156913337015,61.687,52.8348716179234,5.218
1410,2010,9.43,0.917,50.5,0.739,-0.202,0.791,0.794,0.124,51216967.0,1.28,1.19,4.02,14.355150895646654,62.218,52.4919378734517,4.652
1411,2011,9.447,0.858,51.46,0.835,-0.154,0.819,0.763,0.23,52003759.0,1.29,1.2,4.05,14.325144877956292,62.746,52.4754103527718,4.931
1412,2012,9.453,0.907,52.42,0.59,-0.163,0.838,0.761,0.178,52832659.0,1.29,1.21,4.04,14.295138860265933,63.272,52.3746390874087,5.134
1413,2013,9.461,0.839,53.38,0.714,-0.077,0.8,0.773,0.167,53687125.0,1.28,1.21,4.04,14.26513284257557,63.793,52.2634094411319,3.661
1414,2014,9.464,0.881,54.34,0.794,-0.117,0.82,0.798,0.243,54544184.0,1.29,1.28,4.01,14.23512682488521,64.312,52.2185590367353,4.828
1415,2015,9.46,0.898,55.3,0.862,-0.127,0.853,0.781,0.161,55386369.0,1.26,1.36,3.99,14.205120807194849,64.828,52.2546518920949,4.887
1416,2016,9.45,0.875,55.7,0.774,-0.07,0.813,0.786,0.301,56207649.0,1.27,1.38,3.98,14.175114789504487,65.341,52.2894730788717,4.77
1417,2017,9.45,0.87,56.1,0.787,-0.129,0.865,0.785,0.268,57009751.0,1.3,1.4,3.96,14.145108771814128,65.85,52.3680411120216,4.514
1418,2018,9.444,0.841,56.5,0.753,-0.05,0.841,0.812,0.283,57792520.0,1.3,1.32,3.9,14.115102754123765,66.355,52.4332028665055,4.884
1419,2019,9.432,0.848,56.9,0.738,-0.134,0.82,0.801,0.268,58558267.0,1.31,1.21,3.99,14.085096736433403,66.856,52.4008793707698,5.035
1420,2006,10.31,0.775,70.2,0.715,-0.052,0.799,0.651,0.338,48880449.0,0.33,0.14,2.22,65.86606501897242,81.528,38.0314819763682,5.332
1421,2007,10.361,0.827,70.5,0.656,-0.059,0.803,0.69,0.226,49034813.0,0.37,0.19,2.34,65.7747923289919,81.631,37.6881566885,5.767
1422,2008,10.383,0.754,70.8,0.524,-0.102,0.771,0.643,0.239,49182458.0,0.33,0.18,2.43,65.6835196390114,81.733,37.2786307685458,5.39
1423,2009,10.386,0.811,71.1,0.6,-0.096,0.787,0.697,0.209,49347450.0,0.27,0.14,2.37,65.59224694903087,81.835,36.8918760446411,5.648
1424,2010,10.447,0.816,71.4,0.677,-0.033,0.752,0.662,0.13,49545638.0,0.4,0.14,1.89,65.50097425905035,81.936,36.6025355130918,6.116
1425,2011,10.475,0.809,71.66,0.682,-0.048,0.827,0.656,0.168,49786153.0,0.38,0.13,1.93,65.39842067480258,81.923,36.457632872884,6.947
1426,2012,10.494,0.775,71.92,0.618,-0.0235,0.844,0.664,0.206,50060639.0,0.37,0.13,1.98,65.29586709055482,81.851,36.3267655684943,6.003
1427,2013,10.52,0.797,72.18,0.642,-0.05,0.832,0.676,0.189,50345720.0,0.38,0.15,2.1,65.19331350630705,81.779,36.2316084308117,5.959
1428,2014,10.546,0.738,72.44,0.623,-0.043,0.834,0.653,0.283,50607904.0,0.28,0.15,1.91,65.09075992205928,81.707,36.2144528674211,5.801
1429,2015,10.568,0.768,72.7,0.616,-0.036,0.841,0.65,0.244,50823087.0,0.3,0.17,1.9,64.9882063378115,81.634,36.3160750207073,5.78
1430,2016,10.593,0.811,73.0,0.591,0.026,0.862,0.676,0.233,50983446.0,0.24,0.15,1.89,64.88565275356373,81.562,36.679001839695,5.971
1431,2017,10.621,0.807,73.3,0.538,0.014,0.851,0.623,0.235,51096408.0,0.24,0.14,1.8,64.78309916931597,81.503,37.1323499276971,5.874
1432,2018,10.643,0.798,73.6,0.6,-0.089,0.797,0.661,0.217,51171700.0,0.22,0.15,1.72,64.68054558506819,81.459,37.725640199147,5.84
1433,2019,10.661,0.783,73.9,0.706,-0.055,0.718,0.684,0.236,51225321.0,0.22,0.15,1.72,64.57799200082043,81.43,38.5168579778302,5.903
1434,2005,10.546,0.961,71.5,0.916,-0.0235,0.777,0.776,0.241,44019118.0,3.27,3.67,4.98,35.671563466406134,77.263,44.7694610979013,7.153
1435,2007,10.587,0.957,72.06,0.782,-0.093,0.784,0.763,0.264,45429071.0,3.18,2.78,5.09,36.25265352723821,77.74,45.5186749561008,6.995
1436,2008,10.579,0.948,72.34,0.834,-0.15,0.683,0.772,0.26,46068811.0,2.88,2.44,4.92,36.54319855765424,77.976,45.949476266051,7.294
1437,2009,10.532,0.929,72.62,0.749,-0.127,0.798,0.752,0.336,46583566.0,2.73,2.28,4.98,36.83374358807028,78.21,46.3680766632068,6.199
1438,2010,10.529,0.95,72.9,0.796,-0.138,0.84,0.724,0.322,46931011.0,2.53,2.15,4.09,37.12428861848632,78.442,46.730008815098,6.188
1439,2011,10.518,0.944,73.02,0.819,-0.122,0.846,0.737,0.356,47084242.0,2.41,2.06,4.11,37.126626735183365,78.673,47.6538264109461,6.518
1440,2012,10.487,0.937,73.14,0.755,-0.059,0.844,0.749,0.366,47063059.0,2.18,2.13,4.12,37.12896485188041,78.902,48.4074967511606,6.291
1441,2013,10.476,0.929,73.26,0.759,-0.101,0.916,0.696,0.372,46930554.0,2.18,2.09,4.13,37.13130296857744,79.133,49.0737816979334,6.15
1442,2014,10.492,0.948,73.38,0.738,-0.028,0.854,0.716,0.335,46777927.0,2.16,1.21,4.31,37.13364108527449,79.366,49.7563846865661,6.456
1443,2015,10.531,0.956,73.5,0.732,-0.072,0.822,0.732,0.285,46671919.0,2.31,3.7,4.17,37.13597920197154,79.602,50.4962473335789,6.381
1444,2016,10.56,0.942,73.8,0.768,-0.048,0.819,0.653,0.301,46634131.0,2.46,3.86,4.31,37.14438280975767,79.84,50.7748250485296,6.319
1445,2017,10.586,0.903,74.1,0.756,-0.032,0.791,0.625,0.302,46647425.0,2.3,3.87,4.5,37.1527864175438,80.08,51.1697189700603,6.23
1446,2018,10.605,0.91,74.4,0.722,-0.075,0.777,0.659,0.357,46692863.0,2.3,3.33,4.57,37.16119002532993,80.321,51.6196951902596,6.513
1447,2019,10.618,0.949,74.7,0.778,-0.049,0.73,0.663,0.316,46736782.0,2.34,3.52,4.67,37.16959363311606,80.565,52.0327433357427,6.457
1448,2006,8.912,0.864,65.78,0.724,0.062,0.838,0.757,0.216,19695977.0,1.72,0.0,0.2,34.39387329746498,18.288,48.1798889191161,4.345
1449,2007,8.97,0.838,65.86,0.736,0.11,0.847,0.709,0.22,19842044.0,2.05,0.0,0.2,34.29240786518669,18.272,48.3029765840718,4.415
1450,2008,9.021,0.816,65.94,0.834,0.163,0.861,0.79,0.153,19983984.0,1.86,0.0,0.2,34.19094243290841,18.257,48.3969199000548,4.431
1451,2009,9.049,0.83,66.02,0.799,0.306,0.69,0.77,0.172,20123508.0,1.81,0.0,0.2,34.08947700063012,18.242,48.555523541466,4.212
1452,2010,9.119,0.814,66.1,0.738,0.259,0.769,0.823,0.163,20261738.0,1.97,0.0,0.3,33.98801156835183,18.226,48.8314282683766,3.977
1453,2011,9.193,0.842,66.2,0.823,0.145,0.76,0.825,0.175,20398496.0,2.7,0.0,0.28,34.069442424829944,18.211,49.3325696312612,4.181
1454,2012,9.279,0.824,66.3,0.8,0.161,0.823,0.864,0.197,20532599.0,2.42,0.0,0.4,34.15087328130806,18.196,49.9753687943882,4.225
1455,2013,9.305,0.809,66.4,0.834,0.268,0.842,0.86,0.208,20663053.0,2.18,0.0,0.4,34.23230413778617,18.198,50.6809593864836,4.365
1456,2014,9.344,0.805,66.5,0.868,0.299,0.791,0.843,0.187,20788512.0,2.03,0.01,0.37,34.313734994264294,18.218,51.3386859551981,4.268
1457,2015,9.383,0.863,66.6,0.902,0.319,0.859,0.848,0.235,20908024.0,2.31,0.01,0.36,34.39516585074241,18.256,51.8938967841446,4.612
1458,2017,9.44,0.823,67.0,0.827,0.094,0.844,0.795,0.27,21128028.0,2.32,0.01,0.22,34.29305414182541,18.384,52.7433000117314,4.331
1459,2018,9.462,0.833,67.2,0.859,0.106,0.856,0.831,0.302,21228760.0,2.32,0.01,0.22,34.24199828736691,18.476,53.0695531237879,4.435
1460,2019,9.479,0.815,67.4,0.824,0.051,0.863,0.816,0.315,21323734.0,2.32,0.01,0.22,34.19094243290841,18.585,53.3630995003864,4.213
1461,2012,9.797,0.797,62.24,0.885,-0.077,0.751,0.764,0.25,541247.0,3.3,0.2,2.07,97.95246153846152,66.208,54.0666710313202,6.269
1462,2005,10.739,0.951,71.2,0.964,-0.0235,0.8045,0.84,0.151,9038627.0,1.09,2.71,2.61,69.03341435270433,84.319,53.165597481791,7.376
1463,2007,10.806,0.917,71.48,0.91,0.146,0.289,0.796,0.177,9162941.0,1.09,3.04,2.73,68.9892219685252,84.588,53.0614918526696,7.241
1464,2008,10.793,0.923,71.62,0.912,0.125,0.314,0.804,0.134,9236433.0,1.11,3.09,2.7,68.96712577643564,84.746,52.8332704238936,7.516
1465,2009,10.74,0.903,71.76,0.864,0.221,0.292,0.82,0.151,9313085.0,1.13,3.31,2.74,68.94502958434607,84.902,52.8312818346627,7.266
1466,2010,10.79,0.97,71.9,0.905,0.141,0.253,0.833,0.2,9390157.0,1.11,3.4,2.74,68.92293339225651,85.056,53.2015057914553,7.496
1467,2011,10.814,0.921,71.98,0.941,0.161,0.269,0.815,0.179,9466705.0,1.05,3.47,2.67,68.87726792860475,85.297,53.881282033786,7.382
1468,2012,10.8,0.929,72.06,0.944,0.132,0.254,0.855,0.17,9542817.0,1.05,3.43,2.63,68.83160246495298,85.62,54.893819964102,7.56
1469,2013,10.804,0.916,72.14,0.936,0.159,0.324,0.829,0.184,9618016.0,1.06,3.5,2.65,68.78593700130122,85.936,56.1561219641646,7.434
1470,2014,10.82,0.933,72.22,0.945,0.202,0.25,0.836,0.208,9692137.0,0.99,3.46,2.64,68.74027153764945,86.247,57.4185312415222,7.239
1471,2015,10.853,0.929,72.3,0.935,0.211,0.232,0.818,0.191,9764949.0,1.0,3.4,2.62,68.69460607399769,86.553,58.4856890090749,7.289
1472,2016,10.861,0.912,72.4,0.918,0.146,0.246,0.816,0.201,9836003.0,1.0,3.39,2.65,68.69460607399769,86.852,59.3080345603839,7.369
1473,2017,10.873,0.914,72.5,0.935,0.17,0.239,0.814,0.175,9904895.0,0.99,3.36,2.57,68.69460607399769,87.146,59.9656519988911,7.287
1474,2018,10.881,0.931,72.6,0.942,0.077,0.263,0.823,0.161,9971630.0,1.0,3.38,2.69,68.69460607399769,87.431,60.4552069734022,7.375
1475,2019,10.882,0.934,72.7,0.942,0.091,0.25,0.826,0.202,10036391.0,1.0,3.4,2.6,68.69460607399769,87.708,60.8339077092065,7.398
1476,2006,11.05,0.951,71.54,0.919,0.29,0.408,0.821,0.212,7457961.0,1.90508,5.00084,3.21483,30.855933655278623,73.504,46.9962916696129,7.473
1477,2009,11.055,0.938,72.26,0.891,0.125,0.342,0.814,0.202,7713902.0,1.88798,4.83795,3.30396,31.1485237763004,73.581,46.7928549141611,7.525
1478,2012,11.079,0.947,72.78,0.945,0.139,0.323,0.859,0.176,8008006.0,1.88,4.7,3.17,31.420059150678853,73.653,47.4896808914825,7.776
1479,2014,11.098,0.959,73.06,0.949,0.06,0.283,0.823,0.189,8206003.0,1.76,4.58,3.17,31.594064484716704,73.696,48.3378886677241,7.493
